,BranchID,TrainID,StationID,CarID,Month,Day,Hour,Passenger_Count
4751,1,8754,25,4,5,6,16,48
4752,3,6352,115,7,2,6,2,35
4753,3,6348,115,5,1,4,17,11
4754,1,8745,37,7,7,1,6,12
4755,1,8841,29,7,3,4,9,44
4756,3,3350,137,5,5,2,12,3
4757,3,6549,121,2,3,6,16,34
4758,1,8841,17,7,5,2,13,48
4759,2,4647,66,5,4,3,0,15
4760,2,9648,68,2,7,2,12,48
4761,1,4847,10,6,3,3,14,44
4762,1,8751,31,3,6,2,3,10
4763,3,6352,110,1,11,4,21,10
4764,1,8847,622,3,9,4,8,11
4765,1,4847,49,5,2,5,5,23
4766,2,9645,66,5,1,2,3,40
4767,3,6350,138,7,5,6,5,32
4768,1,8752,23,6,11,5,7,20
4769,2,9553,62,5,2,2,19,47
4770,2,9649,88,6,10,4,22,41
4771,3,6546,127,6,11,3,5,12
4772,1,4847,4,6,7,2,21,10
4773,5,6846,165,5,9,3,9,47
4774,3,3546,134,6,8,6,22,3
4775,1,8750,4,7,7,3,15,14
4776,2,9548,68,3,7,6,14,8
4777,3,6349,137,5,3,4,19,41
4778,3,3350,140,4,9,4,3,20
4779,3,3350,190,7,10,3,5,16
4780,3,6548,151,7,7,6,2,28
4781,2,9550,81,1,8,2,21,39
4782,2,9546,177,3,4,6,12,9
4783,1,4749,39,5,1,4,5,15
4784,2,9552,84,4,1,3,10,27
4785,3,6351,112,5,11,4,0,43
4786,3,3248,149,4,4,6,17,20
4787,3,6553,145,7,4,3,2,44
4788,3,6546,114,5,4,6,21,47
4789,1,8843,49,6,8,5,16,22
4790,3,3248,121,6,7,3,13,10
4791,2,4349,57,3,3,1,6,6
4792,2,9647,97,3,5,6,0,45
4793,3,6350,120,2,2,3,14,4
4794,3,6553,128,6,7,4,21,2
4795,1,8752,22,4,9,6,9,44
4796,1,8748,51,4,2,5,11,26
4797,3,6546,143,1,11,4,19,21
4798,2,9647,80,6,2,4,2,37
4799,2,4647,72,3,5,3,19,30
4800,3,3546,128,3,8,2,8,22
4801,2,9552,66,4,8,4,19,27
4802,1,8751,16,1,3,3,8,34
4803,2,9649,98,7,7,1,3,16
4804,1,4749,33,7,3,6,19,8
4805,1,8751,25,3,11,5,5,15
4806,2,9555,65,7,1,4,22,20
4807,2,9549,84,2,9,6,3,26
4808,3,3350,121,5,6,5,16,28
4809,2,9552,89,3,3,5,20,1
4810,2,9947,72,4,5,4,3,5
4811,2,9650,89,5,5,1,21,27
4812,2,9553,54,5,3,1,18,4
4813,2,4551,100,2,4,6,17,41
4814,2,9654,88,7,6,2,11,18
4815,2,9546,65,7,6,6,20,33
4816,3,6547,108,4,3,2,9,37
4817,1,8748,27,1,4,3,12,21
4818,2,4349,72,4,4,5,8,6
4819,3,6345,151,1,5,3,22,9
4820,1,8747,33,4,6,2,8,47
4821,3,6345,128,2,6,4,19,6
4822,1,8845,33,7,4,6,15,8
4823,1,8841,42,7,11,3,4,4
4824,2,9947,54,4,4,5,0,16
4825,1,8747,51,5,11,1,14,48
4826,3,6349,105,5,5,4,9,13
4827,3,6546,129,7,3,6,10,38
4828,3,6548,149,3,5,2,17,6
4829,2,9555,74,4,9,6,13,4
4830,3,6348,121,4,7,4,13,22
4831,2,9550,62,7,8,2,8,22
4832,1,8749,16,4,4,6,4,43
4833,1,8843,43,4,11,4,15,39
4834,2,9947,97,3,4,6,12,20
4835,3,6548,108,2,10,2,15,47
4836,2,9549,74,7,5,2,3,15
4837,1,8752,14,7,9,2,11,43
4838,3,3548,112,5,8,4,3,23
4839,3,6347,124,3,7,3,19,30
4840,3,3546,137,2,10,4,2,7
4841,3,6546,120,5,6,5,20,37
4842,2,9647,71,1,4,2,5,34
4843,3,6345,127,4,2,4,21,29
4844,1,8845,46,3,4,5,1,6
4845,2,9645,90,5,3,2,20,10
4846,2,9947,101,2,1,5,21,8
4847,2,9645,91,2,2,5,5,2
4848,2,9546,64,3,3,3,22,24
4849,2,9958,98,7,10,4,22,30
4850,1,8745,29,7,6,5,1,33
4851,3,6350,121,1,1,1,8,38
4852,2,9548,59,3,5,5,3,39
4853,1,8748,17,5,11,3,2,32
4854,1,8841,4,2,9,6,13,46
4855,1,4847,22,6,1,2,13,14
4856,2,9553,66,3,8,1,19,5
4857,2,9552,177,5,3,4,17,33
4858,1,4847,44,5,9,2,8,38
4859,1,8745,46,1,5,5,14,17
4860,3,3548,120,6,9,3,5,49
4861,1,8750,31,3,8,6,21,38
4862,1,8749,23,7,4,2,9,34
4863,2,9649,74,1,3,5,11,6
4864,1,4749,18,1,8,6,6,32
4865,1,8841,37,6,11,2,9,46
4866,2,9551,56,4,7,3,4,26
4867,2,9553,81,3,4,5,8,24
4868,2,9548,76,1,11,5,19,16
4869,2,4647,100,7,8,5,20,46
4870,1,4749,46,4,10,4,11,14
4871,2,9550,71,6,6,2,9,32
4872,2,9654,74,6,8,3,5,38
4873,3,6544,120,4,6,3,21,45
4874,2,9553,59,6,7,6,1,9
4875,2,9550,98,2,4,3,4,21
4876,3,6542,127,7,9,5,12,15
4877,2,4349,71,3,11,2,9,28
4878,2,9648,94,2,5,5,9,4
4879,3,6348,149,3,2,4,15,46
4880,2,9958,64,2,1,1,1,14
4881,2,9958,61,5,4,1,20,17
4882,3,6548,133,2,9,4,12,4
4883,2,9645,62,3,2,2,19,35
4884,2,9546,91,6,10,5,10,21
4885,3,6551,106,6,7,3,20,14
4886,2,9654,76,6,6,3,11,47
4887,1,4749,27,5,1,3,12,32
4888,3,6347,127,1,7,4,18,25
4889,2,9549,57,1,5,5,5,38
4890,3,3350,188,4,4,4,8,49
4891,1,8845,44,3,9,2,0,1
4892,2,9947,90,4,1,2,4,21
4893,3,6546,105,2,4,3,6,17
4894,1,8752,27,2,4,3,2,34
4895,3,6350,115,6,11,2,14,29
4896,5,6846,164,5,4,2,3,3
4897,1,8749,11,3,6,5,0,42
4898,2,9553,80,6,5,2,19,10
4899,3,3350,111,7,2,2,19,13
4900,3,6542,112,6,9,4,20,22
4901,3,6551,121,5,4,2,9,3
4902,2,9552,97,4,3,1,4,49
4903,1,8749,31,3,2,3,21,47
4904,1,8845,29,7,6,3,8,20
4905,3,6553,121,5,6,1,9,5
4906,3,6551,115,4,11,6,9,38
4907,2,9958,62,7,3,6,17,26
4908,2,9645,88,1,9,6,18,39
4909,3,6350,105,1,9,2,3,15
4910,2,9958,55,4,9,1,17,25
4911,1,8748,42,1,4,4,18,23
4912,2,9652,98,7,8,5,19,34
4913,1,8751,622,1,2,4,18,42
4914,2,9947,62,3,4,1,21,14
4915,1,8754,27,4,7,6,13,21
4916,2,9551,78,3,6,6,21,21
4917,3,6352,137,5,5,5,22,25
4918,2,9551,89,3,10,5,6,47
4919,2,9552,62,3,5,3,12,40
4920,3,6347,106,7,3,1,20,9
4921,1,8748,46,6,10,3,10,9
4922,3,6542,128,1,7,5,12,17
4923,1,8748,29,3,11,6,0,26
4924,2,9548,177,6,10,6,22,34
4925,3,6547,106,5,6,1,7,26
4926,2,9549,100,3,3,6,2,36
4927,1,8843,11,4,2,3,15,27
4928,3,6351,138,3,10,4,4,38
4929,2,4647,58,3,4,4,3,48
4930,3,6542,131,3,4,1,2,2
4931,2,9654,68,2,4,2,19,48
4932,2,9553,65,4,11,1,0,3
4933,1,8745,44,5,4,2,5,24
4934,3,6549,133,6,9,3,3,35
4935,4,6746,157,1,2,3,14,27
4936,2,9648,90,1,5,6,0,13
4937,3,6547,129,4,8,2,6,8
4938,1,8745,40,2,1,4,6,11
4939,1,8747,18,6,6,5,10,41
4940,2,9546,76,6,10,5,14,45
4941,1,8752,39,6,4,2,0,27
4942,2,9649,57,6,5,6,17,49
4943,3,6352,121,3,8,4,7,15
4944,1,8754,39,6,5,3,1,43
4945,2,9958,88,4,11,2,11,2
4946,4,6750,155,5,8,6,16,48
4947,2,9647,91,7,10,5,3,43
4948,1,8852,16,6,11,5,7,5
4949,1,4749,14,2,10,6,18,2
4950,1,8751,40,2,4,2,18,13
4951,3,6350,131,7,10,6,10,32
4952,2,9552,176,4,5,2,4,34
4953,3,6551,110,7,11,2,2,6
4954,2,9645,57,1,2,6,2,49
4955,1,8845,19,7,1,1,16,18
4956,1,8749,4,2,2,3,19,30
4957,2,9551,90,5,1,2,17,37
4958,3,3248,116,6,1,1,8,12
4959,2,9645,80,3,2,3,2,17
4960,2,4551,91,6,2,1,3,37
4961,2,9552,56,1,10,3,16,15
4962,3,6350,137,7,6,1,16,35
4963,3,6347,114,6,10,3,20,44
4964,2,9652,79,5,11,2,8,42
4965,2,9650,99,5,10,5,16,22
4966,1,8750,16,1,5,2,19,35
4967,3,3546,133,3,7,2,22,41
4968,3,6553,105,2,3,2,2,25
4969,3,6350,151,4,6,4,20,10
4970,2,9555,80,3,1,6,5,34
4971,1,8847,16,4,7,5,20,8
4972,2,9648,64,2,1,5,22,31
4973,3,6548,106,6,3,5,16,28
4974,2,9645,85,6,4,6,22,14
4975,2,9645,76,4,1,6,8,33
4976,2,9647,78,1,7,5,13,33
4977,3,6352,105,2,7,5,3,9
4978,1,4749,25,4,6,2,11,31
4979,2,9546,98,6,4,1,14,15
4980,3,6351,128,7,10,1,5,40
4981,2,9645,58,1,11,1,16,39
4982,3,6350,133,3,9,5,2,24
4983,1,8847,11,3,11,4,15,49
4984,2,9552,64,3,3,4,15,2
4985,3,6553,190,7,9,6,0,19
4986,3,6548,124,4,8,6,1,39
4987,3,6352,131,5,1,5,21,42
4988,1,8752,37,3,4,5,17,17
4989,3,6547,136,1,2,1,18,39
4990,2,9549,177,1,8,1,17,14
4991,3,6352,114,5,5,2,4,29
4992,3,3548,121,6,2,4,0,22
4993,3,6352,151,6,8,6,6,29
4994,2,9647,177,1,1,5,12,4
4995,1,8750,1,5,9,3,16,32
4996,2,9650,54,3,4,4,17,24
4997,3,6553,133,1,11,1,15,46
4998,2,4349,100,4,4,6,2,4
4999,3,6549,143,3,1,4,17,26
5000,1,8745,17,6,8,3,20,40
5001,3,6350,149,1,1,5,15,42
5002,2,9550,177,3,3,3,8,18
5003,2,9546,61,3,8,5,4,8
5004,3,6549,105,1,1,4,1,2
5005,2,9546,176,3,8,4,13,47
5006,2,9553,61,1,9,1,21,33
5007,3,3248,105,3,1,5,9,4
5008,1,8750,622,1,11,4,4,22
5009,1,8754,16,4,11,1,13,5
5010,3,6347,115,6,9,5,16,17
5011,3,6351,145,1,1,3,7,20
5012,2,9645,79,7,4,2,20,36
5013,3,3548,115,1,8,1,7,45
5014,3,3350,124,5,2,6,9,33
5015,1,8754,20,3,11,5,20,11
5016,2,9645,177,1,6,3,20,10
5017,2,9647,85,3,4,5,22,46
5018,3,3546,106,2,3,5,10,33
5019,2,9648,62,6,9,6,9,4
5020,2,9553,78,3,9,4,0,27
5021,3,6551,116,2,8,1,11,45
5022,2,9652,56,1,4,6,5,4
5023,2,9553,100,6,4,2,15,10
5024,2,9654,58,4,2,3,5,19
5025,1,8843,30,6,5,5,0,3
5026,1,8841,10,7,10,5,6,19
5027,1,8748,24,7,11,6,20,48
5028,3,6349,116,1,11,5,14,7
5029,3,6546,145,2,4,4,10,25
5030,2,9649,89,2,2,5,13,33
5031,3,6349,138,2,10,2,2,12
5032,1,8747,39,4,6,6,17,11
5033,3,6548,134,2,1,2,6,11
5034,2,9648,66,3,11,1,19,44
5035,3,3350,120,4,2,3,16,43
5036,3,6549,120,1,9,3,2,19
5037,1,4847,39,6,10,2,18,21
5038,2,9552,98,6,6,6,10,5
5039,3,6553,111,6,6,6,12,5
5040,3,6351,133,1,10,5,7,23
5041,3,6352,116,4,4,6,17,3
5042,2,4647,56,7,8,6,16,27
5043,2,9647,61,3,2,1,15,18
5044,3,6352,106,7,4,5,0,20
5045,2,9654,80,2,3,6,6,9
5046,1,8748,4,5,8,6,3,25
5047,3,6542,116,1,8,6,19,24
5048,2,9551,74,3,1,2,8,41
5049,2,9552,54,3,4,6,1,16
5050,3,6548,115,5,1,4,22,25
5051,3,6551,112,6,3,5,15,12
5052,2,9551,61,7,6,2,11,49
5053,1,8750,43,6,7,2,9,11
5054,2,9654,78,6,10,5,14,41
5055,2,9652,59,4,7,3,11,49
5056,2,9546,78,5,7,2,15,3
5057,3,6553,137,2,4,2,12,35
5058,2,4349,81,2,3,5,3,34
5059,2,9546,80,4,2,4,14,11
5060,1,8748,11,1,10,6,3,2
5061,1,8750,46,4,9,4,17,15
5062,2,9649,99,4,1,6,14,28
5063,1,8845,16,5,11,2,7,8
5064,2,9958,80,3,3,1,21,11
5065,1,8750,30,2,5,2,11,37
5066,2,4551,58,6,5,3,9,25
5067,2,9652,91,6,8,6,22,30
5068,2,9549,68,7,4,5,8,37
5069,3,6350,116,1,4,2,20,36
5070,3,6350,145,2,5,5,15,46
5071,3,6542,134,5,7,2,21,29
5072,2,4349,86,6,2,1,0,10
5073,1,8843,25,5,1,1,13,24
5074,3,6352,149,5,9,6,15,19
5075,1,8841,11,2,2,2,22,8
5076,3,3248,120,5,10,5,15,5
5077,1,8751,29,5,1,6,14,18
5078,1,8845,23,2,3,6,15,47
5079,1,8841,22,5,9,2,6,3
5080,3,3350,114,7,9,2,2,29
5081,1,8748,33,6,4,2,10,2
5082,3,6347,136,3,7,6,4,27
5083,3,6347,151,6,7,4,13,29
5084,2,4647,85,4,11,4,3,38
5085,3,6347,188,2,3,6,12,28
5086,3,6542,120,4,6,1,3,20
5087,2,9958,68,5,3,2,6,14
5088,2,4349,88,5,1,4,19,33
5089,2,4551,78,7,4,3,0,10
5090,3,6350,112,5,11,1,5,48
5091,3,6542,133,4,9,5,15,4
5092,1,8843,51,5,9,6,4,12
5093,2,9549,98,7,8,4,5,26
5094,3,6544,118,2,6,2,6,5
5095,3,6544,145,5,10,5,18,42
5096,3,6542,136,7,11,2,14,34
5097,2,9649,71,4,10,3,15,6
5098,1,8754,10,5,7,4,16,47
5099,3,6548,112,4,4,6,6,28
5100,2,4551,55,5,8,6,15,16
5101,2,4551,76,3,4,5,1,42
5102,3,6542,115,1,5,3,12,5
5103,2,9551,64,3,11,2,12,14
5104,2,4647,55,3,3,6,19,35
5105,2,9548,94,2,6,6,13,19
5106,1,8749,51,6,6,5,19,32
5107,2,9548,86,7,10,4,17,11
5108,1,4847,29,5,11,1,13,6
5109,1,8845,11,7,7,3,17,39
5110,1,8747,17,4,9,2,1,24
5111,3,3548,134,5,10,1,20,26
5112,1,8841,24,5,9,6,4,43
5113,3,6345,115,5,3,2,16,35
5114,1,4847,33,5,4,6,11,47
5115,3,3350,110,4,7,5,9,18
5116,2,9548,100,1,11,6,21,5
5117,2,9650,55,4,11,5,4,16
5118,2,9550,83,1,6,3,11,44
5119,3,6549,145,1,7,4,3,7
5120,3,6351,124,6,4,4,12,49
5121,2,9550,74,2,11,5,2,43
5122,3,6547,111,6,1,6,20,8
5123,3,6345,111,4,4,3,6,25
5124,3,6349,115,2,8,4,20,14
5125,3,6551,151,1,8,2,14,22
5126,2,9648,61,3,4,1,11,23
5127,1,8852,46,2,11,3,4,41
5128,1,8745,20,1,11,5,16,48
5129,2,9553,55,2,7,6,7,30
5130,2,9546,55,3,6,4,22,42
5131,3,6349,131,2,5,1,10,24
5132,1,8752,29,7,3,2,3,37
5133,2,9947,88,7,1,2,4,13
5134,1,4749,20,7,2,5,7,18
5135,1,8852,40,5,4,5,14,16
5136,1,8843,37,6,4,4,1,3
5137,3,6349,143,2,8,6,19,44
5138,3,6549,129,4,3,5,9,14
5139,1,4847,27,1,3,1,5,42
5140,2,9645,71,4,9,3,2,34
5141,3,3548,136,1,4,4,4,11
5142,2,9553,72,6,2,6,18,1
5143,3,6549,138,7,6,6,17,19
5144,3,6351,190,1,5,5,6,11
5145,2,9553,64,7,6,4,19,9
5146,3,6542,188,1,11,5,22,3
5147,2,9548,88,3,7,2,16,18
5148,3,3546,114,3,11,6,10,47
5149,1,8748,9,1,7,5,13,8
5150,1,8748,20,5,6,4,8,43
5151,3,6349,149,4,10,3,7,12
5152,3,6553,108,7,4,5,9,41
5153,1,8750,40,1,6,5,0,40
5154,3,6349,112,3,6,1,9,41
5155,3,6547,140,5,11,4,7,3
5156,3,3546,140,2,1,3,13,23
5157,3,3248,124,2,5,3,21,9
5158,1,4749,49,7,10,2,20,26
5159,3,6348,140,7,10,3,13,13
5160,2,9645,72,2,7,5,18,26
5161,3,6548,188,1,2,5,4,7
5162,3,3248,128,4,4,2,8,43
5163,2,9645,98,7,7,3,4,25
5164,2,9947,177,1,1,4,14,28
5165,3,6546,140,4,9,6,20,44
5166,1,8751,37,4,7,5,22,22
5167,3,6544,138,6,1,6,19,9
5168,2,9548,62,3,7,4,17,8
5169,3,6551,134,7,5,6,17,36
5170,1,8845,14,5,5,6,1,45
5171,3,6350,143,1,1,1,7,48
5172,3,6553,115,1,1,5,4,49
5173,1,8847,14,3,9,2,6,26
5174,1,8754,37,1,6,4,11,27
5175,2,9947,89,6,10,4,5,35
5176,3,3548,143,4,1,4,2,34
5177,3,3548,116,3,8,5,17,33
5178,3,6542,190,1,11,3,20,5
5179,2,4349,85,6,1,1,16,39
5180,2,4349,83,1,7,1,15,37
5181,2,9649,85,6,8,6,3,17
5182,1,8845,24,3,6,3,20,32
5183,2,9650,65,5,4,2,6,36
5184,1,8845,10,3,6,3,6,14
5185,1,8747,29,7,7,2,11,30
5186,3,6348,188,2,2,3,4,1
5187,1,8754,4,6,2,4,4,35
5188,3,6348,114,6,10,3,0,23
5189,2,9548,72,6,5,3,4,40
5190,2,4349,176,2,3,3,5,3
5191,3,6553,149,1,2,5,9,39
5192,1,4749,1,5,2,1,13,49
5193,3,6549,110,4,8,6,6,39
5194,1,4749,29,7,6,3,1,41
5195,2,9648,74,1,8,4,0,48
5196,2,9649,86,3,5,6,9,48
5197,3,3248,114,4,8,3,20,45
5198,1,8752,40,3,1,6,21,19
5199,2,4349,84,4,9,4,3,3
5200,4,6757,155,2,5,6,0,17
5201,2,9550,59,5,2,4,0,16
5202,3,6544,105,4,5,4,12,44
5203,2,4551,99,7,8,1,8,20
5204,3,6549,115,1,8,1,10,24
5205,2,4349,56,7,3,2,5,9
5206,1,8847,17,1,8,4,21,28
5207,1,8852,22,2,9,5,15,12
5208,2,9647,84,7,2,5,19,44
5209,1,8745,33,1,7,4,21,1
5210,2,9548,57,2,9,1,17,39
5211,2,9546,90,7,6,2,1,2
5212,2,9551,66,2,11,5,9,7
5213,2,9551,79,6,11,3,16,42
5214,1,8747,14,2,3,3,10,11
5215,1,8750,29,3,4,1,10,39
5216,2,9654,89,6,4,6,2,37
5217,2,9551,94,5,11,5,15,23
5218,1,8751,9,1,1,5,15,30
5219,2,9551,84,5,6,6,11,25
5220,3,6351,121,4,6,1,2,48
5221,3,6345,131,7,7,3,1,31
5222,3,6548,105,5,11,2,12,29
5223,2,9958,71,7,8,1,18,42
5224,2,9650,66,7,5,3,15,12
5225,3,3548,151,7,8,5,19,32
5226,2,9553,84,6,8,3,2,9
5227,3,3546,127,1,10,6,13,43
5228,1,4847,19,5,9,5,3,36
5229,2,9958,78,6,5,2,4,47
5230,2,4647,74,7,2,2,1,2
5231,1,8847,19,3,4,6,8,45
5232,3,6549,116,1,4,1,11,5
5233,1,8841,40,1,6,5,12,46
5234,2,9650,57,7,7,4,7,28
5235,1,8750,14,6,8,1,21,10
5236,3,6349,128,5,10,4,14,47
5237,3,6549,127,1,5,4,0,44
5238,2,9650,61,4,5,6,12,26
5239,3,6547,131,7,5,5,22,3
5240,2,9546,68,6,11,2,14,24
5241,3,6349,140,5,3,2,7,33
5242,2,9647,100,4,6,6,7,38
5243,2,4349,64,1,6,1,3,48
5244,1,4749,43,6,5,2,2,39
5245,1,8843,29,5,8,5,5,25
5246,1,8748,23,7,5,6,22,23
5247,1,8747,19,5,11,6,8,29
5248,3,6350,106,4,8,5,0,19
5249,1,8747,44,4,5,3,7,29
5250,2,9647,68,7,6,1,7,43
5251,2,9648,59,5,7,6,14,45
5252,3,6542,108,7,4,1,15,30
5253,3,6544,128,3,6,2,13,10
5254,1,8847,22,6,7,6,4,44
5255,1,8841,43,7,11,3,7,8
5256,1,8843,22,7,2,2,15,38
5257,2,4349,79,1,11,4,7,16
5258,3,6349,134,5,2,6,2,10
5259,1,4749,40,5,6,2,12,30
5260,2,9649,72,5,4,1,4,21
5261,2,9650,68,5,4,2,0,6
5262,3,6548,190,3,8,2,10,3
5263,2,9958,89,5,1,6,8,43
5264,2,9645,78,5,11,2,18,7
5265,3,6542,129,1,6,4,7,39
5266,2,9552,68,1,11,6,9,24
5267,2,9549,56,3,8,5,10,6
5268,2,4647,98,5,6,1,0,20
5269,3,6351,108,1,11,3,0,38
5270,1,8852,11,7,7,3,1,1
5271,2,9647,99,7,3,6,14,21
5272,1,8749,27,4,11,1,11,13
5273,1,8845,17,3,8,5,4,22
5274,2,9553,89,5,7,1,3,19
5275,3,6542,143,3,2,5,19,40
5276,3,6348,151,4,8,4,18,17
5277,2,9552,61,3,1,3,0,22
5278,2,9549,71,1,4,1,7,31
5279,2,9549,79,7,2,2,4,30
5280,1,8749,10,1,7,2,5,16
5281,2,9647,54,6,8,4,4,30
5282,2,4647,64,2,11,4,14,15
5283,2,9652,97,4,10,6,11,12
5284,3,3350,143,6,6,5,10,37
5285,2,9947,71,1,8,6,5,17
5286,3,6546,112,7,5,4,18,28
5287,2,4647,68,4,2,3,17,10
5288,2,9647,98,6,3,1,17,25
5289,1,8751,42,3,3,2,10,20
5290,1,8745,23,5,9,1,15,32
5291,3,3548,127,5,1,2,6,8
5292,1,4847,31,7,8,4,7,1
5293,3,6351,129,7,5,5,0,26
5294,3,6542,138,6,1,6,1,6
5295,2,9947,56,5,4,2,19,9
5296,2,9647,176,1,9,1,20,20
5297,3,6548,118,6,5,1,21,44
5298,1,8845,27,5,10,2,20,6
5299,3,6348,105,3,2,2,21,49
5300,2,4551,56,2,9,1,4,1
5301,2,9652,177,7,2,5,6,13
5302,2,9548,64,6,1,2,11,38
5303,3,6345,118,4,8,6,3,9
5304,3,6345,143,2,7,6,22,19
5305,2,9546,100,5,6,5,3,40
5306,3,6551,188,5,3,1,15,29
5307,3,3546,112,4,6,1,22,22
5308,3,6549,136,6,4,3,12,46
5309,1,8749,24,2,7,4,4,31
5310,2,9654,100,4,8,4,15,44
5311,2,9552,88,5,1,2,5,35
5312,2,9550,55,7,2,4,9,3
5313,2,4647,62,2,5,1,7,44
5314,2,9546,97,3,10,6,2,5
5315,1,8749,30,5,7,5,3,40
5316,2,9647,55,7,8,2,11,8
5317,3,6546,111,2,2,1,13,42
5318,2,4551,80,5,5,5,4,45
5319,1,8750,10,5,7,5,20,27
5320,3,6352,140,2,9,5,21,17
5321,2,9652,74,2,5,3,13,33
5322,3,6547,145,6,2,6,21,28
5323,3,6345,124,5,10,2,11,10
5324,2,9551,100,3,1,2,16,11
5325,5,6846,162,3,11,6,15,12
5326,1,4749,10,2,9,5,3,21
5327,3,3546,105,6,10,1,16,43
5328,3,6553,112,5,10,4,1,30
5329,3,6348,129,4,9,3,18,29
5330,2,9649,64,7,4,5,13,30
5331,3,6349,188,2,9,2,7,12
5332,1,4847,17,2,9,2,7,38
5333,2,9546,101,2,4,2,1,40
5334,2,9549,59,3,4,6,6,44
5335,1,8847,51,2,3,6,12,16
5336,3,6348,131,3,1,1,21,28
5337,3,6547,188,3,2,4,10,28
5338,2,9947,79,4,9,4,2,18
5339,3,3350,127,4,10,5,19,44
5340,3,6546,188,2,10,2,6,37
5341,3,6352,143,6,5,6,0,16
5342,1,8752,43,1,8,1,20,32
5343,1,8847,29,5,4,5,20,38
5344,2,9947,98,2,1,6,13,23
5345,3,3546,121,6,8,2,7,44
5346,3,6553,110,5,1,6,13,35
5347,2,9652,76,2,2,1,21,42
5348,3,6553,151,7,6,4,0,45
5349,2,9549,58,3,3,1,9,48
5350,2,9648,57,6,7,2,3,37
5351,2,4349,99,1,1,2,4,5
5352,2,9549,88,7,9,2,14,9
5353,3,6347,149,4,9,6,3,18
5354,1,4749,22,1,2,2,4,25
5355,2,9645,86,4,8,5,3,13
5356,2,9552,80,1,8,6,11,25
5357,2,9550,91,6,5,6,4,30
5358,1,8847,43,7,9,6,18,1
5359,2,9947,176,6,8,5,5,29
5360,3,3548,190,7,3,3,11,5
5361,1,8747,40,7,11,4,1,16
5362,3,6551,127,6,5,6,21,11
5363,3,6349,108,5,2,5,7,18
5364,2,9947,80,2,9,6,21,43
5365,2,9649,62,7,1,1,16,18
5366,3,6347,112,5,10,2,6,34
5367,3,6548,120,3,4,5,6,45
5368,1,8750,19,2,3,2,21,21
5369,1,8754,42,3,1,6,3,20
5370,1,8841,51,4,10,1,12,26
5371,2,9652,54,5,10,1,5,36
5372,3,6546,116,3,10,1,1,21
5373,2,9648,78,1,7,6,4,27
5374,1,8754,51,1,5,5,19,32
5375,1,8750,25,6,9,4,17,17
5376,3,6544,106,2,10,3,11,20
5377,3,6547,110,5,6,2,14,47
5378,3,6345,105,5,8,6,2,19
5379,3,6549,149,1,6,2,16,24
5380,3,3350,118,6,3,6,1,49
5381,1,4847,37,2,7,5,15,2
5382,2,9647,65,7,7,5,12,20
5383,3,6349,114,1,7,2,1,48
5384,2,9649,54,1,9,5,20,34
5385,3,3546,190,6,9,5,21,34
5386,1,8751,51,4,4,2,1,2
5387,2,9648,84,2,1,3,12,10
5388,2,9548,56,5,1,1,13,43
5389,3,3546,151,1,7,3,20,40
5390,2,9649,91,7,3,1,6,29
5391,2,4349,59,3,2,1,18,13
5392,1,8752,24,6,8,2,20,38
5393,2,9546,86,5,2,3,10,6
5394,3,6542,110,3,5,6,7,15
5395,3,6553,127,2,2,3,14,45
5396,2,9553,58,1,8,5,14,7
5397,3,6349,120,4,2,6,5,26
5398,2,9947,99,6,8,1,7,31
5399,1,8751,22,1,10,5,2,14
5400,2,4647,79,4,6,3,2,46
5401,2,9958,54,6,10,4,14,29
5402,3,3548,145,1,2,5,18,43
5403,2,9553,97,1,4,1,19,11
5404,1,8751,43,7,6,4,2,48
5405,2,9947,94,6,3,1,10,21
5406,1,8852,44,1,7,4,22,21
5407,3,6348,112,5,1,5,13,3
5408,1,8749,22,3,3,3,1,36
5409,4,6753,155,3,8,2,20,4
5410,2,9550,78,3,11,4,9,46
5411,1,8748,37,2,7,1,21,27
5412,2,4551,64,2,6,4,3,40
5413,1,8745,49,2,5,2,11,26
5414,3,6350,108,4,11,5,1,10
5415,1,8748,31,5,2,5,22,8
5416,3,6547,149,1,2,6,2,19
5417,2,9546,71,2,6,1,18,33
5418,1,8749,42,1,9,6,7,32
5419,2,9648,176,4,8,2,22,47
5420,2,9546,72,3,10,6,4,3
5421,2,9549,85,1,6,3,15,32
5422,3,6345,145,3,2,5,17,1
5423,2,9654,177,3,10,5,19,4
5424,2,9551,62,2,2,3,20,14
5425,2,9550,97,2,11,3,19,32
5426,1,8750,42,6,1,5,4,5
5427,3,6349,110,6,9,6,7,18
5428,3,6348,110,5,6,6,20,26
5429,2,9652,78,5,5,3,1,14
5430,1,8841,14,5,7,1,18,30
5431,3,6544,140,3,8,5,10,28
5432,2,9546,59,4,8,5,7,42
5433,2,9553,90,2,4,6,18,17
5434,2,9552,85,4,3,1,13,29
5435,2,9551,55,3,2,5,16,16
5436,1,8750,18,1,8,5,5,33
5437,2,9650,98,1,2,5,4,28
5438,3,6553,116,3,6,3,2,32
5439,3,6350,136,7,7,3,10,36
5440,3,3350,133,6,8,3,18,42
5441,2,9550,72,3,4,2,4,23
5442,3,6347,128,5,3,2,12,25
5443,2,9648,89,3,4,3,7,25
5444,1,8852,39,1,6,5,13,24
5445,1,8752,46,3,2,6,9,21
5446,3,3546,120,4,9,3,12,12
5447,1,8750,49,3,2,3,14,15
5448,3,6544,112,2,3,1,6,6
